iter	F1	Logloss
974	1	0.03251540622
975	1	0.03245728543
976	1	0.03240736647
977	1	0.03237949387
978	1	0.03232361472
979	1	0.0322968174
980	1	0.03223876896
981	1	0.03216042962
982	1	0.03211819935
983	1	0.03209610866
984	1	0.03204502483
985	1	0.03199854367
986	1	0.03198871289
987	1	0.03198702795
988	1	0.03196510716
989	1	0.03191986845
990	1	0.03182039664
991	1	0.03179884578
992	1	0.03175589662
993	1	0.0317392636
994	1	0.03165943177
995	1	0.03164258675
996	1	0.031547558
997	1	0.03153817473
998	1	0.03146394517
999	1	0.0314197643
